Filename,Autophase_embedding,PassSequence,OverOz
blas-v0/blas-v0_219.ll,"[2,1,5,2,3,2,2,0,2,6,1,1,2,6,3,8,0,7,14,16,4,3,9,2,5,0,6,0,0,2,7,5,8,3,4,6,0,5,0,0,10,1,2,4,0,0,0,1,0,0,9,57,12,2,23,13]","['--simplifycfg','--elim-avail-extern','--loop-simplifycfg','--early-cse','--die','--early-cse-memssa','-loop-reduce','--slp-vectorizer','-loop-reduce','--gvn','--bdce','--sroa','--slp-vectorizer','--gvn','--instcombine','--early-cse','-loop-reduce','--load-store-vectorizer','--newgvn','--adce','--gvn-hoist','--inline','--prune-eh','--instcombine','--gvn-hoist','--gvn','--load-store-vectorizer','--early-cse','--die','--early-cse-memssa','-loop-reduce','--slp-vectorizer','-loop-reduce','--gvn','--bdce','--jump-threading','--loop-rotate','--jump-threading','--inline','--early-cse-memssa','--gvn-hoist','--bdce','--slp-vectorizer','-loop-reduce','--gvn','--bdce','--sroa','--slp-vectorizer','--gvn','--instcombine','--early-cse','--adce','--simplifycfg','--jump-threading','--correlated-propagation','--lower-expect','--slp-vectorizer','--sroa','--instcombine','--adce','--gvn-hoist','--jump-threading','--lower-expect','--die','--correlated-propagation']",0.087719298245614
blas-v0/blas-v0_22.ll,"[2,1,5,2,3,2,2,0,2,6,1,1,2,6,3,8,0,7,14,16,4,3,9,2,5,0,6,0,0,2,7,7,8,3,4,6,0,5,0,0,10,1,2,4,0,0,0,1,0,0,9,59,12,2,23,15]","['--newgvn','--jump-threading','--gvn-hoist','--slp-vectorizer','--simplifycfg','--reassociate','--sroa','--simplifycfg','--sroa','--gvn-hoist','--early-cse','--dse','--bdce','--newgvn','--sccp','--lower-constant-intrinsics','--globalopt','--gvn-hoist','--instcombine','--slsr','--nary-reassociate','--jump-threading','--gvn-hoist','--slp-vectorizer','--simplifycfg','--reassociate','--sroa','--simplifycfg','--sroa','--gvn-hoist','--early-cse','--dse','--bdce','--gvn']",0.0169491525423728
blas-v0/blas-v0_212.ll,"[8,7,38,16,22,19,16,2,14,43,8,10,5,48,15,62,0,48,105,71,63,29,65,19,43,0,55,1,10,14,49,51,62,4,48,38,0,59,6,2,38,1,15,1,0,18,12,3,0,2,63,517,130,3,79,131]","['--adce','--simplifycfg','--jump-threading','--mergefunc','--ipsccp','--sccp','--lower-constant-intrinsics','--load-store-vectorizer','--nary-reassociate','--correlated-propagation','--lower-constant-intrinsics','--instcombine','--jump-threading','--bdce','--die','--early-cse-memssa','--correlated-propagation','--gvn-hoist','--slp-vectorizer','--simplifycfg','--instcombine','--ipsccp','--globaldce','--aggressive-instcombine','--inline','--mergefunc','--early-cse-memssa','--early-cse-memssa','--ipsccp','--nary-reassociate','--simplifycfg','--memcpyopt','--early-cse-memssa','--gvn-hoist','--instsimplify','--early-cse-memssa','--early-cse-memssa','--slp-vectorizer','--gvn']",0.0099800399201596
blas-v0/blas-v0_21.ll,"[12,6,42,18,24,24,23,3,20,49,8,11,7,56,18,73,0,56,122,201,66,83,124,24,67,0,74,1,9,18,56,35,73,4,84,44,0,79,6,9,53,1,11,5,0,24,19,11,5,16,74,856,192,3,109,153]","['--newgvn','--jump-threading','--mergefunc','--ipsccp','--instcombine','--bdce','--early-cse','--mem2reg','--bdce','--reassociate','--sroa','--newgvn','--slp-vectorizer','--correlated-propagation','--early-cse-memssa','--lower-constant-intrinsics','--correlated-propagation','--instcombine','--jump-threading']",0.0
blas-v0/blas-v0_232.ll,"[4,3,8,4,4,5,6,1,5,10,1,5,2,9,7,15,0,12,25,28,13,5,18,5,15,0,22,0,2,5,11,13,15,0,14,13,0,13,8,1,17,1,5,1,1,0,4,1,1,2,16,159,27,1,37,42]","['--slp-vectorizer','--early-cse','--early-cse-memssa','--sroa','--bdce','--instcombine','--reassociate','--newgvn','--loop-simplifycfg','--slsr','--newgvn','--simplifycfg','--instcombine','--ipsccp','--globaldce','--aggressive-instcombine','--inline','--mergefunc','--ipsccp','--sccp','--lower-constant-intrinsics','--load-store-vectorizer','--nary-reassociate','--correlated-propagation','--nary-reassociate','--early-cse-memssa','--reassociate','--reassociate','--slsr','--simplifycfg','--jump-threading','--mergefunc','--ipsccp','--instcombine','--bdce','--gvn','--mem2reg','--instsimplify','--early-cse','--gvn','--correlated-propagation','--ipsccp','--gvn-hoist','--jump-threading','--early-cse','--die']",0.0337837837837837
blas-v0/blas-v0_241.ll,"[2,4,6,3,3,5,5,1,3,7,1,5,1,7,6,12,0,8,19,14,7,1,11,5,7,0,9,0,0,2,11,12,12,0,8,8,0,8,3,1,11,1,5,0,0,0,2,0,0,0,13,91,16,1,23,31]","['--flattencfg','--mergefunc','--simplifycfg','--mergefunc','--slp-vectorizer','--load-store-vectorizer','--indvars','--instcombine','--early-cse','--instsimplify','--gvn','--lower-constant-intrinsics','--early-cse','--jump-threading','--memcpyopt','--early-cse-memssa','--instcombine','--early-cse','--sroa','--dce']",0.0232558139534883
blas-v0/blas-v0_264.ll,"[2,4,9,3,6,5,4,1,3,11,3,6,0,11,6,16,0,13,27,32,30,10,26,5,33,0,19,0,1,5,12,24,16,0,20,16,0,18,2,4,10,1,4,2,4,10,4,1,2,6,17,250,48,1,23,57]","['--inline','--gvn-hoist','--nary-reassociate','--load-store-vectorizer','-loop-reduce','--load-store-vectorizer','--correlated-propagation','--early-cse-memssa','--instcombine','--load-store-vectorizer','--simplifycfg','--instcombine','--simplifycfg','--newgvn','--adce','--early-cse','--nary-reassociate','--load-store-vectorizer','-loop-reduce','--load-store-vectorizer','--correlated-propagation','--early-cse-memssa','--indvars','--slsr','--instcombine','--dse','--nary-reassociate','--lower-constant-intrinsics','--simplifycfg','--die','--die','--die','--sroa','--early-cse']",0.0432900432900432
blas-v0/blas-v0_299.ll,"[2,1,5,2,3,2,2,0,2,6,1,3,0,6,3,8,0,7,14,11,7,3,10,2,4,0,6,0,0,2,7,6,8,4,6,6,0,6,1,0,7,1,1,0,0,0,0,0,0,0,9,57,16,2,17,13]","['--slp-vectorizer','--load-store-vectorizer','-loop-reduce','--load-store-vectorizer','--correlated-propagation','--early-cse-memssa','--indvars','--slsr','--instcombine','--jump-threading','--load-store-vectorizer','--instcombine','--gvn-hoist','--correlated-propagation','--globalopt','--mergefunc','--dse','--bdce']",0.0701754385964912
blas-v0/blas-v0_40.ll,"[0,7,12,3,9,5,8,2,6,17,2,7,0,16,7,22,0,22,39,46,26,11,24,5,37,4,26,0,4,6,17,22,22,0,12,20,3,13,7,2,12,1,4,2,0,8,7,4,2,4,23,198,33,1,24,47]","['--loop-simplifycfg','--gvn-hoist','--correlated-propagation','--early-cse-memssa','--correlated-propagation','--gvn-hoist','--slp-vectorizer','--simplifycfg','--jump-threading','--mergefunc','--ipsccp','--instcombine','--newgvn','--nary-reassociate','--early-cse-memssa','--reassociate','--reassociate','--slsr','--simplifycfg','--memcpyopt','--gvn','--inline','--sroa','--loop-simplifycfg','--early-cse-memssa','--globalopt','--mergefunc','--flattencfg','--ipsccp','--correlated-propagation','--gvn','--slsr','--instcombine','--early-cse','--slp-vectorizer','--simplifycfg','--jump-threading','--mergefunc','--ipsccp','--instcombine','--newgvn','--nary-reassociate','--early-cse-memssa','--reassociate','--reassociate','--slsr','--simplifycfg','--memcpyopt','--gvn','--inline','--sroa','--loop-simplifycfg','--early-cse-memssa','--globalopt','--instcombine','--slp-vectorizer','--simplifycfg','--load-store-vectorizer','--early-cse']",0.0
blas-v0/blas-v0_259.ll,"[9,8,42,17,25,23,15,0,15,43,9,14,3,50,17,66,0,44,109,158,81,68,102,23,84,0,88,1,7,15,52,32,66,4,57,45,0,44,14,9,39,1,13,8,15,22,37,9,4,14,67,707,128,3,85,119]","['--speculative-execution','--early-cse-memssa','--early-cse','--load-store-vectorizer','--instcombine','--load-store-vectorizer','--instcombine','--gvn-hoist','--correlated-propagation','--globalopt','--mergefunc','--ipsccp','--ipsccp','--flattencfg','--ipsccp','--globaldce','--mergefunc','--slp-vectorizer','--simplifycfg','--sccp','--lower-constant-intrinsics','--globalopt','--ipsccp','--nary-reassociate','--indvars','--loop-reroll','--gvn-hoist','--load-store-vectorizer','--slsr','--nary-reassociate','--sroa','--indvars','--early-cse-memssa','--nary-reassociate','--jump-threading','--mem2reg','--jump-threading','--simplifycfg','--gvn-hoist','--slsr','--slp-vectorizer','--early-cse']",0.0356612184249628
blas-v0/blas-v0_70.ll,"[3,5,20,10,10,13,9,2,7,19,3,8,0,25,8,32,0,18,51,40,23,9,28,13,21,0,23,1,1,4,29,19,32,1,14,19,0,16,4,2,16,1,9,2,0,10,6,1,1,2,33,197,42,2,32,48]","['--instsimplify','--die','--jump-threading','--gvn-hoist','--loop-rotate','--instcombine','--inline','--gvn','--correlated-propagation','--adce','--early-cse','--correlated-propagation','--dce','--reassociate','--early-cse-memssa','--loop-simplifycfg','--early-cse','--indvars','--simplifycfg','--sroa','--instsimplify','--correlated-propagation','--lower-expect','--simplifycfg','--jump-threading','--correlated-propagation','--lower-expect','--slp-vectorizer','--sroa','--instcombine','--adce','--gvn-hoist','--dce','--newgvn','--simplifycfg','--mem2reg','--reassociate','--gvn','--instcombine','--lower-expect']",0.027027027027027
blas-v0/blas-v0_73.ll,"[0,4,7,2,5,3,4,1,3,9,1,4,0,9,4,12,0,11,21,23,12,9,15,3,12,0,11,0,1,1,12,12,12,0,7,10,0,7,1,1,7,1,1,1,0,3,2,1,2,2,13,96,17,1,14,23]","['--gvn','--gvn-hoist','--instcombine','--lower-expect','--dse','--inline','--early-cse','--correlated-propagation','--dce','--reassociate','--early-cse-memssa','--loop-simplifycfg','--early-cse','--indvars','--simplifycfg','--elim-avail-extern','--gvn','--loop-reroll','--gvn','--gvn-hoist','--licm','--newgvn','--die','--jump-threading','--simplifycfg','--load-store-vectorizer','--early-cse','-loop-reduce','--early-cse','--loop-reroll','--newgvn','--inline','--jump-threading','--newgvn','--gvn','--inline','--instcombine','--dce','--gvn','--loop-reroll','--simplifycfg','--gvn-hoist','--elim-avail-extern']",0.0963855421686747
blas-v0/blas-v0_81.ll,"[0,0,2,2,0,2,1,0,0,1,0,0,0,4,0,3,0,0,4,26,8,18,16,2,1,0,0,2,0,2,2,18,3,10,8,0,0,18,0,0,0,1,0,0,0,9,0,0,0,0,4,124,47,5,0,50]","['--globaldce','--aggressive-instcombine','--flattencfg','--aggressive-instcombine','--mergefunc','--ipsccp','--sccp','--lower-constant-intrinsics','--load-store-vectorizer','--simplifycfg','--instcombine','--simplifycfg','--newgvn','--early-cse-memssa','--dse','--nary-reassociate','--instcombine','--lower-constant-intrinsics','--memcpyopt','--early-cse','--sroa','--reassociate','--sroa','--instcombine','--loop-simplifycfg','--load-store-vectorizer','--gvn','--load-store-vectorizer','--mergefunc','--loop-reroll','--loop-fusion','--nary-reassociate','--sroa','--early-cse-memssa','--adce','--sroa','--reassociate','--sroa','--instcombine','--globalopt','--globaldce','--ipsccp']",0.1557377049180328
cbench-v1/cbench-v1_adpcm.ll,"[0,0,45,33,7,40,25,5,18,26,0,0,0,73,0,66,5,14,95,133,65,52,59,40,27,7,13,37,9,7,66,56,66,66,19,29,0,127,0,4,0,3,13,1,1,91,6,8,2,3,73,567,340,14,0,244]","['--sroa','--adce','--simplifycfg','--instcombine','--globalopt','--mergefunc','--flattencfg','--ipsccp','--correlated-propagation','--gvn','--simplifycfg','--load-store-vectorizer','--memcpyopt','--jump-threading','--sroa','--early-cse-memssa','--correlated-propagation','--gvn-hoist','--slp-vectorizer','--simplifycfg','--jump-threading','--mergefunc','--ipsccp','--instcombine','--newgvn','--nary-reassociate','--sroa','--newgvn']",0.0236966824644549
blas-v0/blas-v0_60.ll,"[7,12,40,21,19,23,23,1,22,43,3,15,4,48,19,66,0,46,109,159,55,78,93,23,46,0,51,1,7,18,49,55,66,6,56,38,0,66,6,2,47,1,17,3,1,19,14,5,3,3,67,730,148,4,94,147]","['--speculative-execution','--early-cse-memssa','--sroa','--bdce','--instcombine','--load-store-vectorizer','--simplifycfg','--instcombine','--simplifycfg','--newgvn','--nary-reassociate','--indvars','--loop-reroll','--gvn-hoist','--load-store-vectorizer','--slsr','--nary-reassociate','--sroa','--indvars','--early-cse-memssa','--nary-reassociate','--jump-threading','--mem2reg','--instcombine','--slp-vectorizer','--correlated-propagation','--lower-constant-intrinsics','--instcombine','--jump-threading','--bdce','--die','--early-cse-memssa','--sroa','--bdce','--instcombine','--load-store-vectorizer','--simplifycfg','--instcombine','--simplifycfg','--newgvn','--nary-reassociate','--instcombine','--correlated-propagation','--load-store-vectorizer','--mergefunc','--sroa','--dce','--simplifycfg','--globalopt','--globaldce','--mergefunc','--flattencfg','--mergefunc','--simplifycfg','--mergefunc','--slp-vectorizer','--load-store-vectorizer','--indvars','--instcombine','--early-cse','--instsimplify','--gvn','--lower-constant-intrinsics','--early-cse','--jump-threading','--correlated-propagation','--ipsccp','--newgvn','--sroa','--bdce','--instcombine','--load-store-vectorizer','--simplifycfg','--instcombine','--simplifycfg','--newgvn','--nary-reassociate','--instcombine','--correlated-propagation','--jump-threading','--slsr']",0.0735930735930736
blas-v0/blas-v0_85.ll,"[13,6,45,24,21,26,22,0,22,45,4,11,8,53,19,71,0,45,116,126,76,42,109,26,66,0,65,1,8,17,55,67,71,5,69,50,0,86,8,3,63,1,27,11,3,34,22,5,3,7,72,800,195,4,128,195]","['--flattencfg','--mergefunc','--simplifycfg','--mergefunc','--slp-vectorizer','--load-store-vectorizer','--indvars','--loop-reroll','--gvn-hoist','--load-store-vectorizer','--slsr','--nary-reassociate','--sroa','--indvars','--early-cse-memssa','--early-cse-memssa','--ipsccp','--nary-reassociate','--simplifycfg','--memcpyopt','--early-cse-memssa','--gvn-hoist','--instsimplify','--early-cse-memssa','--early-cse-memssa','--instcombine','--load-store-vectorizer','--simplifycfg','--gvn-hoist','--gvn','--sccp','--early-cse-memssa','--slp-vectorizer','--correlated-propagation','--early-cse-memssa','--slsr','--gvn-hoist','--instcombine','--die','--die','--sroa','--bdce','--instcombine','--load-store-vectorizer','--simplifycfg','--gvn-hoist','--gvn','--sccp','--early-cse-memssa','--slp-vectorizer','--correlated-propagation','--early-cse-memssa','--slsr','--gvn-hoist','--instcombine','--die','--die','--sroa','--gvn-hoist']",0.0410783055198973
blas-v0/blas-v0_88.ll,"[9,11,48,23,25,28,20,1,19,49,9,14,6,58,20,77,0,50,126,116,96,57,98,28,60,0,69,1,6,18,60,79,77,4,84,46,0,82,12,12,47,1,17,5,5,26,28,6,0,8,78,851,197,3,101,197]","['--nary-reassociate','--indvars','--loop-reroll','--gvn-hoist','--load-store-vectorizer','--slsr','--nary-reassociate','--sroa','--indvars','--early-cse-memssa','--nary-reassociate','--jump-threading','--mem2reg','--instcombine','--slp-vectorizer','--lower-constant-intrinsics','--correlated-propagation','--early-cse-memssa','--slsr','--gvn-hoist','--instcombine','--load-store-vectorizer','--simplifycfg','--gvn-hoist','--gvn','--sccp','--early-cse-memssa','--slp-vectorizer','--correlated-propagation','--early-cse-memssa','--slsr','--gvn-hoist','--instcombine','--load-store-vectorizer','--simplifycfg','--instcombine','--simplifycfg','--newgvn','--nary-reassociate','--instcombine','--correlated-propagation','--load-store-vectorizer','--mergefunc','--early-cse-memssa','--load-store-vectorizer','--gvn','--memcpyopt','--gvn-hoist','--lower-constant-intrinsics','--simplifycfg','--gvn-hoist','--gvn','--sccp','--early-cse-memssa','--instsimplify']",0.0603864734299516
cbench-v1/cbench-v1_bitcount.ll,"[0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391]","['--gvn-hoist','--mem2reg','--gvn','--nary-reassociate','--gvn','--indvars','--loop-reroll','--mergefunc','--inline','--gvn-hoist','--slsr','--gvn','--inline','--early-cse','--slp-vectorizer','--lower-constant-intrinsics','--instcombine','--gvn','--slp-vectorizer','--jump-threading','-loop-reduce','--gvn','--loop-simplifycfg','--lower-constant-intrinsics','--jump-threading','--gvn','--slsr','--newgvn','--instcombine','--simplifycfg','--ipsccp','--instcombine','--jump-threading','--mem2reg','--jump-threading']",0.0049504950495049
cbench-v1/cbench-v1_crc32.ll,"[0,0,16,12,2,16,8,2,4,8,0,0,0,29,0,24,9,2,32,44,41,14,36,16,13,0,5,26,3,5,24,20,24,33,5,10,3,51,0,1,0,5,0,0,0,42,0,1,8,5,29,242,157,15,0,103]","['--instcombine','--mem2reg','--reassociate','--early-cse','--bdce','--loop-instsimplify','--reassociate','--gvn','--dse','--reassociate','--instcombine','--mem2reg','--simplifycfg']",0.0
cbench-v1/cbench-v1_qsort.ll,"[0,4,54,39,12,46,23,6,12,31,2,4,0,81,4,77,13,15,108,106,75,51,71,46,15,0,9,46,0,13,72,51,77,81,39,31,0,163,2,0,4,6,13,1,0,73,8,1,0,15,85,638,402,16,10,298]","['--dse','--dce','--mem2reg','--dce','--early-cse-memssa','--instcombine','--slsr','--gvn','--load-store-vectorizer','--gvn-hoist','--mergefunc','--early-cse-memssa','--simplifycfg','--die','--early-cse-memssa','--newgvn','--instcombine','--nary-reassociate','--load-store-vectorizer','--simplifycfg','--instcombine','--simplifycfg','--die']",0.1424050632911392
cbench-v1/cbench-v1_sha.ll,"[0,0,42,34,3,40,17,3,11,18,0,0,0,68,0,58,8,3,76,168,181,147,69,40,46,0,36,39,6,20,48,49,58,71,104,19,10,225,0,11,0,9,21,0,10,110,7,3,8,1,68,799,549,20,0,338]","['--speculative-execution','--early-cse-memssa','--sroa','--bdce','--instcombine','--load-store-vectorizer','--simplifycfg','--reassociate','--slp-vectorizer','--correlated-propagation','--load-store-vectorizer','--early-cse','--early-cse-memssa','--instcombine','--slsr','--nary-reassociate','--sroa','--indvars','--loop-reroll','--gvn-hoist','--load-store-vectorizer','--slsr','--nary-reassociate','--sroa','--indvars','--early-cse-memssa','--nary-reassociate','--jump-threading','--mem2reg','--instcombine','--slp-vectorizer','--correlated-propagation','--load-store-vectorizer','--early-cse','--early-cse-memssa','--instcombine','--slsr','--gvn','--instsimplify','--sroa','--gvn-hoist','--mergefunc','--lower-constant-intrinsics','--gvn','--early-cse-memssa','--correlated-propagation','--ipsccp','--instcombine','--bdce','--jump-threading','--memcpyopt','--early-cse-memssa','--instcombine','--early-cse','--instsimplify','--dce','--die','--mem2reg','--early-cse-memssa','--indvars','--loop-reroll','--gvn-hoist','--load-store-vectorizer','--slsr','--nary-reassociate','--sroa','--indvars','--early-cse-memssa','--nary-reassociate','--jump-threading','--mem2reg','--instcombine','--slp-vectorizer','--correlated-propagation','--early-cse-memssa','--slsr','--gvn-hoist','--instcombine','--load-store-vectorizer','--simplifycfg','--instcombine','--simplifycfg','--newgvn','--nary-reassociate','--instcombine','--correlated-propagation','--load-store-vectorizer','--mergefunc','--sroa','--dce','--simplifycfg','--globalopt','--globaldce','--aggressive-instcombine','--ipsccp']",0.314
